Symbol,Name,Year,CSR Strategy Score,Community Score,ESG Combined Score,ESG Controversies Score,ESG Score,Emissions Score,Environment Pillar Score,Environmental Innovation Score,Governance Pillar Score,Human Rights Score,Management Score,Product Responsibility Score,Resource Use Score,Shareholders Score,Social Pillar Score,TRDIR Controversies Score,TRDIR Diversity Score,TRDIR Inclusion Score,TRDIR People Development Score,TRDIR Score,Workforce Score,Total Returns,Standard Deviation,Predicted Total Returns
AKAM,AKAMAI TECHS.,2004,27.023315926944445,68.27671995555555,44.119507786666674,87.500746045,44.85978052611111,50.408026985,34.74058587333334,26.704118564611107,49.77924262333333,6.926549623888889,51.207157207499996,24.54981094833333,35.010914873888886,60.19014514277777,42.67225364388889,100.0,21.333333333333332,49.833333333333336,8.333333333333334,56.75,47.08026830277778,0.23512872222222223,0.3647601111111111,2.35%
ALB,ALBEMARLE,2002,62.85344750666667,78.18628041666668,51.26119670666667,86.44536019538096,54.5757222952381,46.74877456447619,45.360797691904764,50.355517699523816,67.88150295904762,47.071870206190475,73.30266939428572,58.41228227857143,39.055210639523814,53.162985137619046,56.33082230761905,100.0,22.0,5.0,41.5,51.75,51.7393006547619,0.2271267142857143,0.3252183809523809,2.27%
ALGN,ALIGN TECHNOLOGY,2015,5.969996985250001,40.93392507625,35.56943900375,90.99161255375,35.56943900375,24.40610801875,14.210429917625,0.0,52.4054937175,17.10476861125,66.29532474999999,31.9451214275,19.228869690625,37.063054762625,30.35284370875,100.0,23.142857142857142,7.285714285714286,16.285714285714285,44.083333333333336,31.3611909775,0.3362125,0.417804875,3.36%
ALL,ALLSTATE ORD SHS,2002,49.833181876047625,86.00987178,63.16046933142857,74.50660829095239,68.68646948571428,61.57213504714285,70.06592161666667,55.88651199857143,69.83459328904762,11.61727410095238,71.07922590190476,72.05764547952381,62.67800736471428,79.02009217619047,70.64651588666666,100.0,42.857142857142854,71.28571428571429,63.57142857142857,69.42857142857143,87.85132087238095,0.118198,0.21989638095238093,1.18%
ALLE,ALLEGION,2013,6.4377470356,52.670348780999994,48.011832447,100.0,48.011832447,28.584990662000003,34.8667059151,40.610817251,50.718699525,57.680637027,66.468197921,51.823502511,30.701499981,27.741006530599996,52.807151727999994,100.0,28.0,0.0,30.166666666666668,,51.28042101999999,0.13164733333333334,0.2282251111111111,1.32%
AMAT,APPLIED MATS.,2002,56.065240835500006,91.632672004,65.2622094435,99.4065656565,65.2622094435,65.48401019399999,66.6909007925,61.332852798,74.6667678865,26.335328192500004,76.3687583335,63.094863804,74.7171251995,81.3944844335,58.52342880050001,100.0,34.166666666666664,28.333333333333332,44.333333333333336,51.708333333333336,76.1389965025,0.20299815,0.3119648,2.03%
AMCR,AMCOR,2004,68.91188628894736,90.70424283684211,63.03343710421053,94.32017543842105,63.03343710421053,64.93251968999999,63.87974476789474,27.921142688947366,70.58261206052632,47.6463398368421,69.73070513263158,49.626906228421056,84.86015860947369,74.53611900578947,57.812347243684215,100.0,38.5,0.0,51.0,,53.53396824052631,0.07593366666666666,0.2568253333333333,0.76%
AMD,ADVANCED MICRO DEVICES,2002,69.52167843809524,87.54219884952381,56.57302963904762,78.14262457142857,61.85901138047619,71.86238498,60.67401163428572,29.790573780000003,58.961931428095234,43.22952604857143,52.39448132190476,53.371409484285714,88.7918319204762,73.81360043904762,64.47663540952381,100.0,27.571428571428573,46.285714285714285,49.42857142857143,55.82142857142857,87.33268698904762,0.422288380952381,0.5833412857142857,4.22%
AME,AMETEK,2008,7.4474667469230775,63.49692058076923,29.659042973076925,96.15384615384616,29.659042973076925,13.352397491923076,20.05211456669231,29.102844960769232,37.86890231307692,5.846683567692308,47.25068704492308,45.184205180769226,6.093811588461539,26.87724358107692,32.19006777923077,100.0,22.0,4.2,23.6,48.5,17.411751107692307,0.184431,0.2219440769230769,1.84%
AMGN,AMGEN,2002,59.96786794095239,76.54445552714286,49.626737993333336,71.34511502385715,53.36885472619048,50.92396637095238,52.046124080000006,4.58394988047619,53.69014271095239,35.5489277247619,47.03367138057143,37.801059306190474,67.29471827809523,71.69323033333333,53.80293877,100.0,23.5,69.33333333333333,32.666666666666664,56.375,69.23701371380952,0.10812271428571428,0.24034209523809522,1.08%
AMP,AMERIPRISE FINL.,2005,12.676623652941176,84.3428307482353,53.16263325588235,83.4498679864706,54.00982508176471,25.64659228529412,33.24275188529412,9.394351998235294,56.446515121764705,0.0,61.29773408647059,53.08798271941176,18.424570182941178,69.45571288588235,64.97852137999999,100.0,23.833333333333332,71.0,39.833333333333336,58.666666666666664,64.94479077352942,0.23390024999999998,0.30284574999999997,2.34%
AMT,AMERICAN TOWER,2004,28.37031635421053,71.79399402263158,51.48971839263157,97.36842105263158,51.48971839263157,43.82503250578947,36.30281671631579,0.0,61.07940971052632,6.158080093157895,65.60789347736842,41.20093823631579,38.326443592631584,67.7905260563158,60.147143926842105,100.0,22.142857142857142,16.285714285714285,35.857142857142854,52.166666666666664,72.54900334684211,0.21033184210526315,0.21144752631578945,2.10%
AMZN,AMAZON.COM,2002,17.491021622380952,64.0590010352381,34.060015270476185,34.98615160871428,49.015227643809524,30.26083568242857,29.367983144761904,31.289450733333336,64.70122920428571,28.461945885238098,68.37647072714286,34.07992524380953,27.90804442857143,83.92389585,50.39072093238095,56.0,45.166666666666664,70.83333333333333,44.0,54.0,61.93978697190476,0.4079814285714286,0.3546038095238095,4.08%
ANET,ARISTA NETWORKS,2015,30.832234104999998,69.62188720750001,46.25306246625,83.594877345375,47.81783630125,54.5979225025,50.144139556249996,39.0102881825,53.81568340625,31.85468665625,70.41939699875,12.6314755125,64.39527540125,13.792270966875,40.41954747125,100.0,24.428571428571427,16.285714285714285,7.142857142857143,39.125,48.147976795,0.38375975,0.3899085,3.84%
ANSS,ANSYS,2009,9.847010471538463,69.73999073692308,51.806071273076924,100.0,51.806071273076924,10.359647536153847,33.97108386692308,55.11507436307692,51.07939276923077,21.347116384615386,68.61607104461538,77.57339031615385,21.52005409230769,20.112053387538463,58.86343547384615,100.0,27.5,12.5,28.166666666666668,53.5,37.550855045384615,0.252019,0.23810392307692307,2.52%
